step,time,kinetic,potential,total
1019,2.03800000,176.24751328,0.00000000,176.24751328
1020,2.04000000,176.59008568,0.00000000,176.59008568
1021,2.04200000,176.93298382,0.00000000,176.93298382
1022,2.04400000,177.27620769,0.00000000,177.27620769
1023,2.04600000,177.61975727,0.00000000,177.61975727
1024,2.04800000,177.96363253,0.00000000,177.96363253
1025,2.05000000,178.30783345,0.00000000,178.30783345
1026,2.05200000,178.65236002,0.00000000,178.65236002
1027,2.05400000,178.99721222,0.00000000,178.99721222
1028,2.05600000,179.34239002,0.00000000,179.34239002
1029,2.05800000,179.68789341,0.00000000,179.68789341
1030,2.06000000,180.03372236,0.00000000,180.03372236
1031,2.06200000,180.37987687,0.00000000,180.37987687
1032,2.06400000,180.72635689,0.00000000,180.72635689
1033,2.06600000,181.07316243,0.00000000,181.07316243
1034,2.06800000,181.42029345,0.00000000,181.42029345
1035,2.07000000,181.76774994,0.00000000,181.76774994
1036,2.07200000,182.11553187,0.00000000,182.11553187
1037,2.07400000,182.46363924,0.00000000,182.46363924
1038,2.07600000,182.81207201,0.00000000,182.81207201
1039,2.07800000,183.16083017,0.00000000,183.16083017
1040,2.08000000,183.50991370,0.00000000,183.50991370
1041,2.08200000,183.85932257,0.00000000,183.85932257
1042,2.08400000,184.20905678,0.00000000,184.20905678
1043,2.08600000,184.55911629,0.00000000,184.55911629
1044,2.08800000,184.90950109,0.00000000,184.90950109
1045,2.09000000,185.26021117,0.00000000,185.26021117
1046,2.09200000,185.61124649,0.00000000,185.61124649
1047,2.09400000,185.96260704,0.00000000,185.96260704
1048,2.09600000,186.31429280,0.00000000,186.31429280
1049,2.09800000,186.66630375,0.00000000,186.66630375
1050,2.10000000,187.01863987,0.00000000,187.01863987
1051,2.10200000,187.37130114,0.00000000,187.37130114
1052,2.10400000,187.72428754,0.00000000,187.72428754
1053,2.10600000,188.07759905,0.00000000,188.07759905
1054,2.10800000,188.43123566,0.00000000,188.43123566
1055,2.11000000,188.78519733,0.00000000,188.78519733
1056,2.11200000,189.13948406,0.00000000,189.13948406
1057,2.11400000,189.49409582,0.00000000,189.49409582
1058,2.11600000,189.84903259,0.00000000,189.84903259
1059,2.11800000,190.20429435,0.00000000,190.20429435
1060,2.12000000,190.55988108,0.00000000,190.55988108
1061,2.12200000,190.91579277,0.00000000,190.91579277
1062,2.12400000,191.27202939,0.00000000,191.27202939
1063,2.12600000,191.62859092,0.00000000,191.62859092
1064,2.12800000,191.98547735,0.00000000,191.98547735
1065,2.13000000,192.34268865,0.00000000,192.34268865
1066,2.13200000,192.70022480,0.00000000,192.70022480
1067,2.13400000,193.05808579,0.00000000,193.05808579
1068,2.13600000,193.41627159,0.00000000,193.41627159
1069,2.13800000,193.77478218,0.00000000,193.77478218
1070,2.14000000,194.13361755,0.00000000,194.13361755
1071,2.14200000,194.49277768,0.00000000,194.49277768
1072,2.14400000,194.85226254,0.00000000,194.85226254
1073,2.14600000,195.21207211,0.00000000,195.21207211
1074,2.14800000,195.57220638,0.00000000,195.57220638
1075,2.15000000,195.93266533,0.00000000,195.93266533
1076,2.15200000,196.29344893,0.00000000,196.29344893
1077,2.15400000,196.65455717,0.00000000,196.65455717
1078,2.15600000,197.01599002,0.00000000,197.01599002
1079,2.15800000,197.37774748,0.00000000,197.37774748
1080,2.16000000,197.73982950,0.00000000,197.73982950
1081,2.16200000,198.10223609,0.00000000,198.10223609
1082,2.16400000,198.46496721,0.00000000,198.46496721
1083,2.16600000,198.82802285,0.00000000,198.82802285
1084,2.16800000,199.19140299,0.00000000,199.19140299
1085,2.17000000,199.55510761,0.00000000,199.55510761
1086,2.17200000,199.91913668,0.00000000,199.91913668
1087,2.17400000,200.28349019,0.00000000,200.28349019
1088,2.17600000,200.64816812,0.00000000,200.64816812
1089,2.17800000,201.01317046,0.00000000,201.01317046
1090,2.18000000,201.37849717,0.00000000,201.37849717
1091,2.18200000,201.74414824,0.00000000,201.74414824
1092,2.18400000,202.11012364,0.00000000,202.11012364
1093,2.18600000,202.47642337,0.00000000,202.47642337
1094,2.18800000,202.84304740,0.00000000,202.84304740
1095,2.19000000,203.20999571,0.00000000,203.20999571
1096,2.19200000,203.57726828,0.00000000,203.57726828
1097,2.19400000,203.94486510,0.00000000,203.94486510
1098,2.19600000,204.31278613,0.00000000,204.31278613
1099,2.19800000,204.68103136,0.00000000,204.68103136
1100,2.20000000,205.04960078,0.00000000,205.04960078
1101,2.20200000,205.41849436,0.00000000,205.41849436
1102,2.20400000,205.78771208,0.00000000,205.78771208
1103,2.20600000,206.15725392,0.00000000,206.15725392
1104,2.20800000,206.52711987,0.00000000,206.52711987
1105,2.21000000,206.89730990,0.00000000,206.89730990
1106,2.21200000,207.26782399,0.00000000,207.26782399
1107,2.21400000,207.63866213,0.00000000,207.63866213
1108,2.21600000,208.00982429,0.00000000,208.00982429
1109,2.21800000,208.38131045,0.00000000,208.38131045
1110,2.22000000,208.75312060,0.00000000,208.75312060
1111,2.22200000,209.12525471,0.00000000,209.12525471
1112,2.22400000,209.49771277,0.00000000,209.49771277
1113,2.22600000,209.87049475,0.00000000,209.87049475
1114,2.22800000,210.24360064,0.00000000,210.24360064
1115,2.23000000,210.61703042,0.00000000,210.61703042
1116,2.23200000,210.99078406,0.00000000,210.99078406
1117,2.23400000,211.36486154,0.00000000,211.36486154
1118,2.23600000,211.73926286,0.00000000,211.73926286
1119,2.23800000,212.11398798,0.00000000,212.11398798
1120,2.24000000,212.48903688,0.00000000,212.48903688
1121,2.24200000,212.86440956,0.00000000,212.86440956
1122,2.24400000,213.24010598,0.00000000,213.24010598
1123,2.24600000,213.61612613,0.00000000,213.61612613
1124,2.24800000,213.99246999,0.00000000,213.99246999
1125,2.25000000,214.36913753,0.00000000,214.36913753
1126,2.25200000,214.74612875,0.00000000,214.74612875
1127,2.25400000,215.12344361,0.00000000,215.12344361
1128,2.25600000,215.50108210,0.00000000,215.50108210
1129,2.25800000,215.87904421,0.00000000,215.87904421
1130,2.26000000,216.25732990,0.00000000,216.25732990
1131,2.26200000,216.63593916,0.00000000,216.63593916
1132,2.26400000,217.01487197,0.00000000,217.01487197
1133,2.26600000,217.39412832,0.00000000,217.39412832
1134,2.26800000,217.77370817,0.00000000,217.77370817
1135,2.27000000,218.15361152,0.00000000,218.15361152
1136,2.27200000,218.53383834,0.00000000,218.53383834
1137,2.27400000,218.91438860,0.00000000,218.91438860
1138,2.27600000,219.29526231,0.00000000,219.29526231
1139,2.27800000,219.67645942,0.00000000,219.67645942
1140,2.28000000,220.05797993,0.00000000,220.05797993
1141,2.28200000,220.43982381,0.00000000,220.43982381
1142,2.28400000,220.82199104,0.00000000,220.82199104
1143,2.28600000,221.20448160,0.00000000,221.20448160
1144,2.28800000,221.58729548,0.00000000,221.58729548
1145,2.29000000,221.97043266,0.00000000,221.97043266
1146,2.29200000,222.35389311,0.00000000,222.35389311
1147,2.29400000,222.73767681,0.00000000,222.73767681
1148,2.29600000,223.12178375,0.00000000,223.12178375
1149,2.29800000,223.50621390,0.00000000,223.50621390
1150,2.30000000,223.89096725,0.00000000,223.89096725
1151,2.30200000,224.27604378,0.00000000,224.27604378
1152,2.30400000,224.66144346,0.00000000,224.66144346
1153,2.30600000,225.04716628,0.00000000,225.04716628
1154,2.30800000,225.43321221,0.00000000,225.43321221
1155,2.31000000,225.81958124,0.00000000,225.81958124
1156,2.31200000,226.20627335,0.00000000,226.20627335
1157,2.31400000,226.59328852,0.00000000,226.59328852
1158,2.31600000,226.98062673,0.00000000,226.98062673
1159,2.31800000,227.36828795,0.00000000,227.36828795
1160,2.32000000,227.75627217,0.00000000,227.75627217
1161,2.32200000,228.14457938,0.00000000,228.14457938
1162,2.32400000,228.53320954,0.00000000,228.53320954
1163,2.32600000,228.92216264,0.00000000,228.92216264
1164,2.32800000,229.31143866,0.00000000,229.31143866
1165,2.33000000,229.70103758,0.00000000,229.70103758
1166,2.33200000,230.09095938,0.00000000,230.09095938
1167,2.33400000,230.48120404,0.00000000,230.48120404
1168,2.33600000,230.87177155,0.00000000,230.87177155
1169,2.33800000,231.26266187,0.00000000,231.26266187
1170,2.34000000,231.65387500,0.00000000,231.65387500
1171,2.34200000,232.04541091,0.00000000,232.04541091
1172,2.34400000,232.43726958,0.00000000,232.43726958
1173,2.34600000,232.82945099,0.00000000,232.82945099
1174,2.34800000,233.22195513,0.00000000,233.22195513
1175,2.35000000,233.61478197,0.00000000,233.61478197
1176,2.35200000,234.00793150,0.00000000,234.00793150
1177,2.35400000,234.40140368,0.00000000,234.40140368
1178,2.35600000,234.79519852,0.00000000,234.79519852
1179,2.35800000,235.18931598,0.00000000,235.18931598
1180,2.36000000,235.58375604,0.00000000,235.58375604
1181,2.36200000,235.97851869,0.00000000,235.97851869
1182,2.36400000,236.37360390,0.00000000,236.37360390
1183,2.36600000,236.76901166,0.00000000,236.76901166
1184,2.36800000,237.16474195,0.00000000,237.16474195
1185,2.37000000,237.56079474,0.00000000,237.56079474
1186,2.37200000,237.95717002,0.00000000,237.95717002
1187,2.37400000,238.35386777,0.00000000,238.35386777
1188,2.37600000,238.75088797,0.00000000,238.75088797
1189,2.37800000,239.14823059,0.00000000,239.14823059
1190,2.38000000,239.54589562,0.00000000,239.54589562
1191,2.38200000,239.94388304,0.00000000,239.94388304
1192,2.38400000,240.34219283,0.00000000,240.34219283
1193,2.38600000,240.74082497,0.00000000,240.74082497
1194,2.38800000,241.13977944,0.00000000,241.13977944
1195,2.39000000,241.53905622,0.00000000,241.53905622
1196,2.39200000,241.93865529,0.00000000,241.93865529
1197,2.39400000,242.33857663,0.00000000,242.33857663
1198,2.39600000,242.73882022,0.00000000,242.73882022
1199,2.39800000,243.13938605,0.00000000,243.13938605
1200,2.40000000,243.54027408,0.00000000,243.54027408
1201,2.40200000,243.94148431,0.00000000,243.94148431
1202,2.40400000,244.34301671,0.00000000,244.34301671
1203,2.40600000,244.74487126,0.00000000,244.74487126
1204,2.40800000,245.14704795,0.00000000,245.14704795
1205,2.41000000,245.54954674,0.00000000,245.54954674
1206,2.41200000,245.95236764,0.00000000,245.95236764
1207,2.41400000,246.35551061,0.00000000,246.35551061
1208,2.41600000,246.75897563,0.00000000,246.75897563
1209,2.41800000,247.16276269,0.00000000,247.16276269
1210,2.42000000,247.56687176,0.00000000,247.56687176
1211,2.42200000,247.97130283,0.00000000,247.97130283
1212,2.42400000,248.37605587,0.00000000,248.37605587
1213,2.42600000,248.78113087,0.00000000,248.78113087
1214,2.42800000,249.18652781,0.00000000,249.18652781
1215,2.43000000,249.59224666,0.00000000,249.59224666
1216,2.43200000,249.99828742,0.00000000,249.99828742
1217,2.43400000,250.40465005,0.00000000,250.40465005
1218,2.43600000,250.81133453,0.00000000,250.81133453
1219,2.43800000,251.21834086,0.00000000,251.21834086
1220,2.44000000,251.62566901,0.00000000,251.62566901
1221,2.44200000,252.03331895,0.00000000,252.03331895
1222,2.44400000,252.44129068,0.00000000,252.44129068
1223,2.44600000,252.84958416,0.00000000,252.84958416
1224,2.44800000,253.25819939,0.00000000,253.25819939
1225,2.45000000,253.66713633,0.00000000,253.66713633
1226,2.45200000,254.07639498,0.00000000,254.07639498
1227,2.45400000,254.48597531,0.00000000,254.48597531
1228,2.45600000,254.89587730,0.00000000,254.89587730
1229,2.45800000,255.30610093,0.00000000,255.30610093
1230,2.46000000,255.71664619,0.00000000,255.71664619
1231,2.46200000,256.12751305,0.00000000,256.12751305
1232,2.46400000,256.53870149,0.00000000,256.53870149
1233,2.46600000,256.95021149,0.00000000,256.95021149
1234,2.46800000,257.36204304,0.00000000,257.36204304
1235,2.47000000,257.77419612,0.00000000,257.77419612
1236,2.47200000,258.18667070,0.00000000,258.18667070
1237,2.47400000,258.59946676,0.00000000,258.59946676
1238,2.47600000,259.01258429,0.00000000,259.01258429
1239,2.47800000,259.42602327,0.00000000,259.42602327
1240,2.48000000,259.83978367,0.00000000,259.83978367
1241,2.48200000,260.25386548,0.00000000,260.25386548
1242,2.48400000,260.66826868,0.00000000,260.66826868
1243,2.48600000,261.08299324,0.00000000,261.08299324
1244,2.48800000,261.49803915,0.00000000,261.49803915
1245,2.49000000,261.91340640,0.00000000,261.91340640
1246,2.49200000,262.32909494,0.00000000,262.32909494
1247,2.49400000,262.74510478,0.00000000,262.74510478
1248,2.49600000,263.16143589,0.00000000,263.16143589
1249,2.49800000,263.57808825,0.00000000,263.57808825
1250,2.50000000,263.99506184,0.00000000,263.99506184
1251,2.50200000,264.41235664,0.00000000,264.41235664
1252,2.50400000,264.82997263,0.00000000,264.82997263
1253,2.50600000,265.24790979,0.00000000,265.24790979
1254,2.50800000,265.66616810,0.00000000,265.66616810
1255,2.51000000,266.08474755,0.00000000,266.08474755
1256,2.51200000,266.50364811,0.00000000,266.50364811
1257,2.51400000,266.92286976,0.00000000,266.92286976
1258,2.51600000,267.34241248,0.00000000,267.34241248
1259,2.51800000,267.76227626,0.00000000,267.76227626
1260,2.52000000,268.18246108,0.00000000,268.18246108
1261,2.52200000,268.60296691,0.00000000,268.60296691
1262,2.52400000,269.02379373,0.00000000,269.02379373
1263,2.52600000,269.44494153,0.00000000,269.44494153
1264,2.52800000,269.86641028,0.00000000,269.86641028
1265,2.53000000,270.28819997,0.00000000,270.28819997
1266,2.53200000,270.71031058,0.00000000,270.71031058
1267,2.53400000,271.13274209,0.00000000,271.13274209
1268,2.53600000,271.55549447,0.00000000,271.55549447
1269,2.53800000,271.97856771,0.00000000,271.97856771
1270,2.54000000,272.40196179,0.00000000,272.40196179
1271,2.54200000,272.82567668,0.00000000,272.82567668
1272,2.54400000,273.24971238,0.00000000,273.24971238
1273,2.54600000,273.67406886,0.00000000,273.67406886
1274,2.54800000,274.09874609,0.00000000,274.09874609
1275,2.55000000,274.52374407,0.00000000,274.52374407
1276,2.55200000,274.94906277,0.00000000,274.94906277
1277,2.55400000,275.37470217,0.00000000,275.37470217
1278,2.55600000,275.80066225,0.00000000,275.80066225
1279,2.55800000,276.22694299,0.00000000,276.22694299
1280,2.56000000,276.65354437,0.00000000,276.65354437
1281,2.56200000,277.08046638,0.00000000,277.08046638
1282,2.56400000,277.50770899,0.00000000,277.50770899
1283,2.56600000,277.93527219,0.00000000,277.93527219
1284,2.56800000,278.36315595,0.00000000,278.36315595
1285,2.57000000,278.79136025,0.00000000,278.79136025
1286,2.57200000,279.21988508,0.00000000,279.21988508
1287,2.57400000,279.64873041,0.00000000,279.64873041
1288,2.57600000,280.07789623,0.00000000,280.07789623
1289,2.57800000,280.50738252,0.00000000,280.50738252
1290,2.58000000,280.93718925,0.00000000,280.93718925
1291,2.58200000,281.36731641,0.00000000,281.36731641
1292,2.58400000,281.79776398,0.00000000,281.79776398
1293,2.58600000,282.22853194,0.00000000,282.22853194
1294,2.58800000,282.65962026,0.00000000,282.65962026
1295,2.59000000,283.09102894,0.00000000,283.09102894
1296,2.59200000,283.52275794,0.00000000,283.52275794
1297,2.59400000,283.95480725,0.00000000,283.95480725
1298,2.59600000,284.38717686,0.00000000,284.38717686
1299,2.59800000,284.81986673,0.00000000,284.81986673
1300,2.60000000,285.25287686,0.00000000,285.25287686
1301,2.60200000,285.68620721,0.00000000,285.68620721
1302,2.60400000,286.11985778,0.00000000,286.11985778
1303,2.60600000,286.55382854,0.00000000,286.55382854
1304,2.60800000,286.98811947,0.00000000,286.98811947
1305,2.61000000,287.42273056,0.00000000,287.42273056
1306,2.61200000,287.85766178,0.00000000,287.85766178
1307,2.61400000,288.29291312,0.00000000,288.29291312
1308,2.61600000,288.72848455,0.00000000,288.72848455
1309,2.61800000,289.16437605,0.00000000,289.16437605
1310,2.62000000,289.60058761,0.00000000,289.60058761
1311,2.62200000,290.03711921,0.00000000,290.03711921
1312,2.62400000,290.47397082,0.00000000,290.47397082
1313,2.62600000,290.91114243,0.00000000,290.91114243
1314,2.62800000,291.34863402,0.00000000,291.34863402
1315,2.63000000,291.78644556,0.00000000,291.78644556
1316,2.63200000,292.22457704,0.00000000,292.22457704
1317,2.63400000,292.66302845,0.00000000,292.66302845
1318,2.63600000,293.10179975,0.00000000,293.10179975
1319,2.63800000,293.54089093,0.00000000,293.54089093
1320,2.64000000,293.98030197,0.00000000,293.98030197
1321,2.64200000,294.42003285,0.00000000,294.42003285
1322,2.64400000,294.86008355,0.00000000,294.86008355
1323,2.64600000,295.30045405,0.00000000,295.30045405
1324,2.64800000,295.74114434,0.00000000,295.74114434
1325,2.65000000,296.18215439,0.00000000,296.18215439
1326,2.65200000,296.62348418,0.00000000,296.62348418
1327,2.65400000,297.06513369,0.00000000,297.06513369
1328,2.65600000,297.50710291,0.00000000,297.50710291
1329,2.65800000,297.94939181,0.00000000,297.94939181
1330,2.66000000,298.39200037,0.00000000,298.39200037
1331,2.66200000,298.83492859,0.00000000,298.83492859
1332,2.66400000,299.27817642,0.00000000,299.27817642
1333,2.66600000,299.72174387,0.00000000,299.72174387
1334,2.66800000,300.16563090,0.00000000,300.16563090
1335,2.67000000,300.60983749,0.00000000,300.60983749
1336,2.67200000,301.05436364,0.00000000,301.05436364
1337,2.67400000,301.49920931,0.00000000,301.49920931
1338,2.67600000,301.94437449,0.00000000,301.94437449
1339,2.67800000,302.38985916,0.00000000,302.38985916
1340,2.68000000,302.83566330,0.00000000,302.83566330
1341,2.68200000,303.28178689,0.00000000,303.28178689
1342,2.68400000,303.72822991,0.00000000,303.72822991
1343,2.68600000,304.17499234,0.00000000,304.17499234
1344,2.68800000,304.62207416,0.00000000,304.62207416
1345,2.69000000,305.06947535,0.00000000,305.06947535
1346,2.69200000,305.51719589,0.00000000,305.51719589
1347,2.69400000,305.96523577,0.00000000,305.96523577
1348,2.69600000,306.41359496,0.00000000,306.41359496
1349,2.69800000,306.86227345,0.00000000,306.86227345
1350,2.70000000,307.31127121,0.00000000,307.31127121
1351,2.70200000,307.76058822,0.00000000,307.76058822
1352,2.70400000,308.21022447,0.00000000,308.21022447
1353,2.70600000,308.66017993,0.00000000,308.66017993
1354,2.70800000,309.11045460,0.00000000,309.11045460
1355,2.71000000,309.56104843,0.00000000,309.56104843
1356,2.71200000,310.01196143,0.00000000,310.01196143
1357,2.71400000,310.46319356,0.00000000,310.46319356
1358,2.71600000,310.91474481,0.00000000,310.91474481
1359,2.71800000,311.36661516,0.00000000,311.36661516
1360,2.72000000,311.81880459,0.00000000,311.81880459
1361,2.72200000,312.27131307,0.00000000,312.27131307
1362,2.72400000,312.72414060,0.00000000,312.72414060
1363,2.72600000,313.17728715,0.00000000,313.17728715
1364,2.72800000,313.63075270,0.00000000,313.63075270
1365,2.73000000,314.08453723,0.00000000,314.08453723
1366,2.73200000,314.53864072,0.00000000,314.53864072
1367,2.73400000,314.99306315,0.00000000,314.99306315
1368,2.73600000,315.44780451,0.00000000,315.44780451
1369,2.73800000,315.90286477,0.00000000,315.90286477
1370,2.74000000,316.35824392,0.00000000,316.35824392
1371,2.74200000,316.81394193,0.00000000,316.81394193
1372,2.74400000,317.26995879,0.00000000,317.26995879
1373,2.74600000,317.72629447,0.00000000,317.72629447
1374,2.74800000,318.18294895,0.00000000,318.18294895
1375,2.75000000,318.63992223,0.00000000,318.63992223
1376,2.75200000,319.09721427,0.00000000,319.09721427
1377,2.75400000,319.55482506,0.00000000,319.55482506
1378,2.75600000,320.01275457,0.00000000,320.01275457
1379,2.75800000,320.47100280,0.00000000,320.47100280
1380,2.76000000,320.92956971,0.00000000,320.92956971
1381,2.76200000,321.38845530,0.00000000,321.38845530
1382,2.76400000,321.84765953,0.00000000,321.84765953
1383,2.76600000,322.30718239,0.00000000,322.30718239
1384,2.76800000,322.76702387,0.00000000,322.76702387
1385,2.77000000,323.22718394,0.00000000,323.22718394
1386,2.77200000,323.68766258,0.00000000,323.68766258
1387,2.77400000,324.14845977,0.00000000,324.14845977
1388,2.77600000,324.60957549,0.00000000,324.60957549
1389,2.77800000,325.07100973,0.00000000,325.07100973
1390,2.78000000,325.53276247,0.00000000,325.53276247
1391,2.78200000,325.99483368,0.00000000,325.99483368
1392,2.78400000,326.45722334,0.00000000,326.45722334
1393,2.78600000,326.91993144,0.00000000,326.91993144
1394,2.78800000,327.38295796,0.00000000,327.38295796
1395,2.79000000,327.84630287,0.00000000,327.84630287
1396,2.79200000,328.30996616,0.00000000,328.30996616
1397,2.79400000,328.77394781,0.00000000,328.77394781
1398,2.79600000,329.23824779,0.00000000,329.23824779
1399,2.79800000,329.70286610,0.00000000,329.70286610
1400,2.80000000,330.16780271,0.00000000,330.16780271
1401,2.80200000,330.63305759,0.00000000,330.63305759
1402,2.80400000,331.09863074,0.00000000,331.09863074
1403,2.80600000,331.56452213,0.00000000,331.56452213
1404,2.80800000,332.03073173,0.00000000,332.03073173
1405,2.81000000,332.49725955,0.00000000,332.49725955
1406,2.81200000,332.96410554,0.00000000,332.96410554
1407,2.81400000,333.43126970,0.00000000,333.43126970
1408,2.81600000,333.89875200,0.00000000,333.89875200
1409,2.81800000,334.36655242,0.00000000,334.36655242
1410,2.82000000,334.83467095,0.00000000,334.83467095
1411,2.82200000,335.30310757,0.00000000,335.30310757
1412,2.82400000,335.77186225,0.00000000,335.77186225
1413,2.82600000,336.24093498,0.00000000,336.24093498
1414,2.82800000,336.71032573,0.00000000,336.71032573
1415,2.83000000,337.18003450,0.00000000,337.18003450
1416,2.83200000,337.65006125,0.00000000,337.65006125
1417,2.83400000,338.12040597,0.00000000,338.12040597
1418,2.83600000,338.59106864,0.00000000,338.59106864
1419,2.83800000,339.06204924,0.00000000,339.06204924
1420,2.84000000,339.53334775,0.00000000,339.53334775
1421,2.84200000,340.00496415,0.00000000,340.00496415
1422,2.84400000,340.47689842,0.00000000,340.47689842
1423,2.84600000,340.94915054,0.00000000,340.94915054
1424,2.84800000,341.42172050,0.00000000,341.42172050
1425,2.85000000,341.89460827,0.00000000,341.89460827
1426,2.85200000,342.36781383,0.00000000,342.36781383
1427,2.85400000,342.84133717,0.00000000,342.84133717
1428,2.85600000,343.31517826,0.00000000,343.31517826
1429,2.85800000,343.78933708,0.00000000,343.78933708
1430,2.86000000,344.26381363,0.00000000,344.26381363
1431,2.86200000,344.73860787,0.00000000,344.73860787
1432,2.86400000,345.21371978,0.00000000,345.21371978
1433,2.86600000,345.68914936,0.00000000,345.68914936
1434,2.86800000,346.16489657,0.00000000,346.16489657
1435,2.87000000,346.64096140,0.00000000,346.64096140
1436,2.87200000,347.11734383,0.00000000,347.11734383
1437,2.87400000,347.59404384,0.00000000,347.59404384
1438,2.87600000,348.07106141,0.00000000,348.07106141
1439,2.87800000,348.54839652,0.00000000,348.54839652
1440,2.88000000,349.02604915,0.00000000,349.02604915
1441,2.88200000,349.50401929,0.00000000,349.50401929
1442,2.88400000,349.98230690,0.00000000,349.98230690
1443,2.88600000,350.46091198,0.00000000,350.46091198
1444,2.88800000,350.93983451,0.00000000,350.93983451
1445,2.89000000,351.41907446,0.00000000,351.41907446
1446,2.89200000,351.89863181,0.00000000,351.89863181
1447,2.89400000,352.37850655,0.00000000,352.37850655
1448,2.89600000,352.85869865,0.00000000,352.85869865
1449,2.89800000,353.33920810,0.00000000,353.33920810
1450,2.90000000,353.82003488,0.00000000,353.82003488
1451,2.90200000,354.30117897,0.00000000,354.30117897
1452,2.90400000,354.78264034,0.00000000,354.78264034
1453,2.90600000,355.26441899,0.00000000,355.26441899
1454,2.90800000,355.74651488,0.00000000,355.74651488
1455,2.91000000,356.22892800,0.00000000,356.22892800
1456,2.91200000,356.71165834,0.00000000,356.71165834
1457,2.91400000,357.19470586,0.00000000,357.19470586
1458,2.91600000,357.67807056,0.00000000,357.67807056
1459,2.91800000,358.16175241,0.00000000,358.16175241
1460,2.92000000,358.64575139,0.00000000,358.64575139
1461,2.92200000,359.13006749,0.00000000,359.13006749
1462,2.92400000,359.61470068,0.00000000,359.61470068
1463,2.92600000,360.09965094,0.00000000,360.09965094
1464,2.92800000,360.58491826,0.00000000,360.58491826
1465,2.93000000,361.07050262,0.00000000,361.07050262
1466,2.93200000,361.55640399,0.00000000,361.55640399
1467,2.93400000,362.04262236,0.00000000,362.04262236
1468,2.93600000,362.52915771,0.00000000,362.52915771
1469,2.93800000,363.01601002,0.00000000,363.01601002
1470,2.94000000,363.50317926,0.00000000,363.50317926
1471,2.94200000,363.99066543,0.00000000,363.99066543
1472,2.94400000,364.47846849,0.00000000,364.47846849
1473,2.94600000,364.96658844,0.00000000,364.96658844
1474,2.94800000,365.45502524,0.00000000,365.45502524
1475,2.95000000,365.94377889,0.00000000,365.94377889
1476,2.95200000,366.43284936,0.00000000,366.43284936
1477,2.95400000,366.92223664,0.00000000,366.92223664
1478,2.95600000,367.41194069,0.00000000,367.41194069
1479,2.95800000,367.90196151,0.00000000,367.90196151
1480,2.96000000,368.39229908,0.00000000,368.39229908
1481,2.96200000,368.88295337,0.00000000,368.88295337
1482,2.96400000,369.37392437,0.00000000,369.37392437
1483,2.96600000,369.86521206,0.00000000,369.86521206
1484,2.96800000,370.35681641,0.00000000,370.35681641
1485,2.97000000,370.84873741,0.00000000,370.84873741
1486,2.97200000,371.34097504,0.00000000,371.34097504
1487,2.97400000,371.83352928,0.00000000,371.83352928
1488,2.97600000,372.32640010,0.00000000,372.32640010
1489,2.97800000,372.81958750,0.00000000,372.81958750
1490,2.98000000,373.31309145,0.00000000,373.31309145
1491,2.98200000,373.80691193,0.00000000,373.80691193
1492,2.98400000,374.30104892,0.00000000,374.30104892
1493,2.98600000,374.79550241,0.00000000,374.79550241
1494,2.98800000,375.29027237,0.00000000,375.29027237
1495,2.99000000,375.78535878,0.00000000,375.78535878
1496,2.99200000,376.28076163,0.00000000,376.28076163
1497,2.99400000,376.77648089,0.00000000,376.77648089
1498,2.99600000,377.27251655,0.00000000,377.27251655
1499,2.99800000,377.76886859,0.00000000,377.76886859
1500,3.00000000,378.26553698,0.00000000,378.26553698
1501,3.00200000,378.76252171,0.00000000,378.76252171
1502,3.00400000,379.25982276,0.00000000,379.25982276
1503,3.00600000,379.75744010,0.00000000,379.75744010
1504,3.00800000,380.25537373,0.00000000,380.25537373
1505,3.01000000,380.75362362,0.00000000,380.75362362
1506,3.01200000,381.25218975,0.00000000,381.25218975
1507,3.01400000,381.75107210,0.00000000,381.75107210
1508,3.01600000,382.25027065,0.00000000,382.25027065
1509,3.01800000,382.74978538,0.00000000,382.74978538
1510,3.02000000,383.24961628,0.00000000,383.24961628
1511,3.02200000,383.74976332,0.00000000,383.74976332
1512,3.02400000,384.25022649,0.00000000,384.25022649
1513,3.02600000,384.75100576,0.00000000,384.75100576
1514,3.02800000,385.25210112,0.00000000,385.25210112
1515,3.03000000,385.75351255,0.00000000,385.75351255
1516,3.03200000,386.25524002,0.00000000,386.25524002
1517,3.03400000,386.75728352,0.00000000,386.75728352
1518,3.03600000,387.25964303,0.00000000,387.25964303
1519,3.03800000,387.76231852,0.00000000,387.76231852
1520,3.04000000,388.26530999,0.00000000,388.26530999
1521,3.04200000,388.76861741,0.00000000,388.76861741
1522,3.04400000,389.27224075,0.00000000,389.27224075
1523,3.04600000,389.77618001,0.00000000,389.77618001
1524,3.04800000,390.28043517,0.00000000,390.28043517
1525,3.05000000,390.78500619,0.00000000,390.78500619
1526,3.05200000,391.28989307,0.00000000,391.28989307
1527,3.05400000,391.79509578,0.00000000,391.79509578
1528,3.05600000,392.30061431,0.00000000,392.30061431
1529,3.05800000,392.80644864,0.00000000,392.80644864
1530,3.06000000,393.31259874,0.00000000,393.31259874
1531,3.06200000,393.81906459,0.00000000,393.81906459
1532,3.06400000,394.32584619,0.00000000,394.32584619
1533,3.06600000,394.83294350,0.00000000,394.83294350
1534,3.06800000,395.34035651,0.00000000,395.34035651
1535,3.07000000,395.84808520,0.00000000,395.84808520
1536,3.07200000,396.35612955,0.00000000,396.35612955
