step,time,kinetic,potential,total
1037,2.07400000,0.00003400,0.23428339,0.23431739
1038,2.07600000,0.00001402,0.23417589,0.23418990
1039,2.07800000,0.00001054,0.23422029,0.23423083
1040,2.08000000,0.00002340,0.23441558,0.23443898
1041,2.08200000,0.00005219,0.23476039,0.23481257
1042,2.08400000,0.00009628,0.23525298,0.23534926
1043,2.08600000,0.00015483,0.23589128,0.23604612
1044,2.08800000,0.00022680,0.23667286,0.23689966
1045,2.09000000,0.00031094,0.23759493,0.23790586
1046,2.09200000,0.00040585,0.23865435,0.23906020
1047,2.09400000,0.00050999,0.23984766,0.24035764
1048,2.09600000,0.00062168,0.24117099,0.24179267
1049,2.09800000,0.00073917,0.24262016,0.24335933
1050,2.10000000,0.00086063,0.24419060,0.24505123
1051,2.10200000,0.00098416,0.24587740,0.24686156
1052,2.10400000,0.00110790,0.24767527,0.24878317
1053,2.10600000,0.00122995,0.24957857,0.25080852
1054,2.10800000,0.00134849,0.25158129,0.25292978
1055,2.11000000,0.00146175,0.25367707,0.25513881
1056,2.11200000,0.00156804,0.25585918,0.25742723
1057,2.11400000,0.00166582,0.25812058,0.25978640
1058,2.11600000,0.00175365,0.26045385,0.26220750
1059,2.11800000,0.00183027,0.26285126,0.26468154
1060,2.12000000,0.00189460,0.26530479,0.26719939
1061,2.12200000,0.00194572,0.26780609,0.26975181
1062,2.12400000,0.00198295,0.27034657,0.27232952
1063,2.12600000,0.00200578,0.27291737,0.27492315
1064,2.12800000,0.00201394,0.27550941,0.27752335
1065,2.13000000,0.00200737,0.27811344,0.28012081
1066,2.13200000,0.00198622,0.28072001,0.28270623
1067,2.13400000,0.00195087,0.28331958,0.28527045
1068,2.13600000,0.00190188,0.28590250,0.28780438
1069,2.13800000,0.00184003,0.28845909,0.29029912
1070,2.14000000,0.00176625,0.29097966,0.29274591
1071,2.14200000,0.00168168,0.29345455,0.29513622
1072,2.14400000,0.00158756,0.29587420,0.29746176
1073,2.14600000,0.00148529,0.29822919,0.29971448
1074,2.14800000,0.00137637,0.30051026,0.30188663
1075,2.15000000,0.00126239,0.30270839,0.30397078
1076,2.15200000,0.00114500,0.30481485,0.30595984
1077,2.15400000,0.00102586,0.30682122,0.30784708
1078,2.15600000,0.00090669,0.30871947,0.30962615
1079,2.15800000,0.00078914,0.31050197,0.31129111
1080,2.16000000,0.00067488,0.31216157,0.31283645
1081,2.16200000,0.00056547,0.31369161,0.31425709
1082,2.16400000,0.00046241,0.31508600,0.31554841
1083,2.16600000,0.00036710,0.31633920,0.31670630
1084,2.16800000,0.00028078,0.31744630,0.31772709
1085,2.17000000,0.00020460,0.31840303,0.31860763
1086,2.17200000,0.00013950,0.31920579,0.31934530
1087,2.17400000,0.00008629,0.31985167,0.31993796
1088,2.17600000,0.00004558,0.32033845,0.32038403
1089,2.17800000,0.00001779,0.32066464,0.32068243
1090,2.18000000,0.00000316,0.32082948,0.32083265
1091,2.18200000,0.00000173,0.32083294,0.32083467
1092,2.18400000,0.00001333,0.32067570,0.32068903
1093,2.18600000,0.00003764,0.32035916,0.32039679
1094,2.18800000,0.00007411,0.31988544,0.31995955
1095,2.19000000,0.00012206,0.31925735,0.31937941
1096,2.19200000,0.00018062,0.31847836,0.31865898
1097,2.19400000,0.00024878,0.31755260,0.31780139
1098,2.19600000,0.00032541,0.31648481,0.31681022
1099,2.19800000,0.00040925,0.31528032,0.31568957
1100,2.20000000,0.00049895,0.31394501,0.31444396
1101,2.20200000,0.00059309,0.31248528,0.31307837
1102,2.20400000,0.00069020,0.31090798,0.31159818
1103,2.20600000,0.00078878,0.30922042,0.31000920
1104,2.20800000,0.00088732,0.30743027,0.30831759
1105,2.21000000,0.00098431,0.30554556,0.30652987
1106,2.21200000,0.00107830,0.30357461,0.30465291
1107,2.21400000,0.00116789,0.30152596,0.30269386
1108,2.21600000,0.00125175,0.29940839,0.30066014
1109,2.21800000,0.00132865,0.29723079,0.29855944
1110,2.22000000,0.00139747,0.29500218,0.29639966
1111,2.22200000,0.00145723,0.29273163,0.29418887
1112,2.22400000,0.00150708,0.29042823,0.29193532
1113,2.22600000,0.00154633,0.28810104,0.28964737
1114,2.22800000,0.00157444,0.28575905,0.28733349
1115,2.23000000,0.00159106,0.28341114,0.28500220
1116,2.23200000,0.00159598,0.28106606,0.28266205
1117,2.23400000,0.00158920,0.27873239,0.28032158
1118,2.23600000,0.00157086,0.27641847,0.27798933
1119,2.23800000,0.00154128,0.27413245,0.27567373
1120,2.24000000,0.00150095,0.27188219,0.27338314
1121,2.24200000,0.00145051,0.26967528,0.27112579
1122,2.24400000,0.00139073,0.26751901,0.26890974
1123,2.24600000,0.00132251,0.26542036,0.26674288
1124,2.24800000,0.00124689,0.26338597,0.26463286
1125,2.25000000,0.00116499,0.26142212,0.26258711
1126,2.25200000,0.00107801,0.25953478,0.26061279
1127,2.25400000,0.00098721,0.25772953,0.25871673
1128,2.25600000,0.00089391,0.25601158,0.25690549
1129,2.25800000,0.00079944,0.25438581,0.25518525
1130,2.26000000,0.00070515,0.25285670,0.25356185
1131,2.26200000,0.00061237,0.25142837,0.25204074
1132,2.26400000,0.00052238,0.25010458,0.25062695
1133,2.26600000,0.00043642,0.24888871,0.24932514
1134,2.26800000,0.00035567,0.24778380,0.24813948
1135,2.27000000,0.00028121,0.24679253,0.24707374
1136,2.27200000,0.00021402,0.24591720,0.24613122
1137,2.27400000,0.00015496,0.24515978,0.24531474
1138,2.27600000,0.00010478,0.24452189,0.24462667
1139,2.27800000,0.00006407,0.24400482,0.24406889
1140,2.28000000,0.00003330,0.24360950,0.24364280
1141,2.28200000,0.00001277,0.24333653,0.24334930
1142,2.28400000,0.00000265,0.24318619,0.24318884
1143,2.28600000,0.00000293,0.24315841,0.24316134
1144,2.28800000,0.00001347,0.24325281,0.24326628
1145,2.29000000,0.00003398,0.24346866,0.24350264
1146,2.29200000,0.00006401,0.24380493,0.24386893
1147,2.29400000,0.00010299,0.24426023,0.24436322
1148,2.29600000,0.00015022,0.24483288,0.24498310
1149,2.29800000,0.00020489,0.24552084,0.24572573
1150,2.30000000,0.00026610,0.24632176,0.24658786
1151,2.30200000,0.00033283,0.24723297,0.24756580
1152,2.30400000,0.00040402,0.24825146,0.24865548
1153,2.30600000,0.00047855,0.24937389,0.24985244
1154,2.30800000,0.00055524,0.25059661,0.25115186
1155,2.31000000,0.00063293,0.25191563,0.25254856
1156,2.31200000,0.00071042,0.25332665,0.25403707
1157,2.31400000,0.00078653,0.25482505,0.25561158
1158,2.31600000,0.00086014,0.25640589,0.25726602
1159,2.31800000,0.00093014,0.25806393,0.25899407
1160,2.32000000,0.00099550,0.25979364,0.26078914
1161,2.32200000,0.00105528,0.26158919,0.26264447
1162,2.32400000,0.00110861,0.26344448,0.26455308
1163,2.32600000,0.00115473,0.26535314,0.26650786
1164,2.32800000,0.00119299,0.26730857,0.26850155
1165,2.33000000,0.00122287,0.26930392,0.27052679
1166,2.33200000,0.00124397,0.27133214,0.27257611
1167,2.33400000,0.00125602,0.27338600,0.27464202
1168,2.33600000,0.00125888,0.27545810,0.27671699
1169,2.33800000,0.00125257,0.27754090,0.27879347
1170,2.34000000,0.00123722,0.27962675,0.28086396
1171,2.34200000,0.00121308,0.28170792,0.28292100
1172,2.34400000,0.00118057,0.28377663,0.28495719
1173,2.34600000,0.00114018,0.28582509,0.28696526
1174,2.34800000,0.00109254,0.28784551,0.28893805
1175,2.35000000,0.00103836,0.28983019,0.29086855
1176,2.35200000,0.00097847,0.29177147,0.29274993
1177,2.35400000,0.00091374,0.29366184,0.29457557
1178,2.35600000,0.00084511,0.29549395,0.29633906
1179,2.35800000,0.00077360,0.29726064,0.29803423
1180,2.36000000,0.00070021,0.29895498,0.29965520
1181,2.36200000,0.00062601,0.30057033,0.30119634
1182,2.36400000,0.00055204,0.30210032,0.30265235
1183,2.36600000,0.00047932,0.30353894,0.30401826
1184,2.36800000,0.00040888,0.30488054,0.30528942
1185,2.37000000,0.00034167,0.30611986,0.30646153
1186,2.37200000,0.00027861,0.30725209,0.30753070
1187,2.37400000,0.00022054,0.30827285,0.30849338
1188,2.37600000,0.00016821,0.30917824,0.30934644
1189,2.37800000,0.00012229,0.30996486,0.31008715
1190,2.38000000,0.00008336,0.31062983,0.31071319
1191,2.38200000,0.00005189,0.31117079,0.31122268
1192,2.38400000,0.00002821,0.31158592,0.31161414
1193,2.38600000,0.00001258,0.31187397,0.31188655
1194,2.38800000,0.00000510,0.31203421,0.31203930
1195,2.39000000,0.00000576,0.31206649,0.31207226
1196,2.39200000,0.00001446,0.31197122,0.31198568
1197,2.39400000,0.00003095,0.31174934,0.31178030
1198,2.39600000,0.00005489,0.31140236,0.31145725
1199,2.39800000,0.00008582,0.31093228,0.31101810
1200,2.40000000,0.00012319,0.31034167,0.31046486
1201,2.40200000,0.00016637,0.30963355,0.30979992
1202,2.40400000,0.00021463,0.30881146,0.30902610
1203,2.40600000,0.00026720,0.30787938,0.30814658
1204,2.40800000,0.00032324,0.30684172,0.30716495
1205,2.41000000,0.00038186,0.30570329,0.30608515
1206,2.41200000,0.00044215,0.30446931,0.30491146
1207,2.41400000,0.00050319,0.30314532,0.30364851
1208,2.41600000,0.00056404,0.30173719,0.30230123
1209,2.41800000,0.00062380,0.30025105,0.30087485
1210,2.42000000,0.00068157,0.29869332,0.29937488
1211,2.42200000,0.00073648,0.29707059,0.29780708
1212,2.42400000,0.00078774,0.29538968,0.29617742
1213,2.42600000,0.00083460,0.29365752,0.29449212
1214,2.42800000,0.00087638,0.29188116,0.29275755
1215,2.43000000,0.00091249,0.29006776,0.29098025
1216,2.43200000,0.00094242,0.28822448,0.28916691
1217,2.43400000,0.00096576,0.28635854,0.28732430
1218,2.43600000,0.00098219,0.28447711,0.28545931
1219,2.43800000,0.00099151,0.28258734,0.28357884
1220,2.44000000,0.00099360,0.28069628,0.28168988
1221,2.44200000,0.00098848,0.27881090,0.27979938
1222,2.44400000,0.00097624,0.27693804,0.27791428
1223,2.44600000,0.00095710,0.27508439,0.27604149
1224,2.44800000,0.00093136,0.27325646,0.27418783
1225,2.45000000,0.00089943,0.27146059,0.27236002
1226,2.45200000,0.00086179,0.26970289,0.27056468
1227,2.45400000,0.00081900,0.26798926,0.26880826
1228,2.45600000,0.00077171,0.26632534,0.26709706
1229,2.45800000,0.00072061,0.26471654,0.26543716
1230,2.46000000,0.00066645,0.26316799,0.26383444
1231,2.46200000,0.00061000,0.26168456,0.26229456
1232,2.46400000,0.00055208,0.26027081,0.26082290
1233,2.46600000,0.00049351,0.25893105,0.25942456
1234,2.46800000,0.00043513,0.25766926,0.25810439
1235,2.47000000,0.00037773,0.25648914,0.25686688
1236,2.47200000,0.00032213,0.25539408,0.25571621
1237,2.47400000,0.00026908,0.25438717,0.25465625
1238,2.47600000,0.00021930,0.25347118,0.25369048
1239,2.47800000,0.00017346,0.25264859,0.25282205
1240,2.48000000,0.00013216,0.25192154,0.25205370
1241,2.48200000,0.00009592,0.25129190,0.25138782
1242,2.48400000,0.00006521,0.25076120,0.25082641
1243,2.48600000,0.00004039,0.25033068,0.25037107
1244,2.48800000,0.00002173,0.25000125,0.25002299
1245,2.49000000,0.00000944,0.24977354,0.24978298
1246,2.49200000,0.00000359,0.24964785,0.24965145
1247,2.49400000,0.00000420,0.24962419,0.24962839
1248,2.49600000,0.00001116,0.24970226,0.24971342
1249,2.49800000,0.00002430,0.24988145,0.24990575
1250,2.50000000,0.00004333,0.25016087,0.25020420
1251,2.50200000,0.00006790,0.25053931,0.25060721
1252,2.50400000,0.00009757,0.25101527,0.25111284
1253,2.50600000,0.00013184,0.25158695,0.25171879
1254,2.50800000,0.00017015,0.25225226,0.25242241
1255,2.51000000,0.00021186,0.25300881,0.25322068
1256,2.51200000,0.00025633,0.25385395,0.25411028
1257,2.51400000,0.00030283,0.25478471,0.25508754
1258,2.51600000,0.00035066,0.25579785,0.25614852
1259,2.51800000,0.00039908,0.25688988,0.25728896
1260,2.52000000,0.00044735,0.25805700,0.25850435
1261,2.52200000,0.00049474,0.25929517,0.25978992
1262,2.52400000,0.00054054,0.26060011,0.26114065
1263,2.52600000,0.00058408,0.26196726,0.26255134
1264,2.52800000,0.00062470,0.26339186,0.26401655
1265,2.53000000,0.00066181,0.26486889,0.26553070
1266,2.53200000,0.00069489,0.26639315,0.26708804
1267,2.53400000,0.00072345,0.26795923,0.26868267
1268,2.53600000,0.00074709,0.26956153,0.27030861
1269,2.53800000,0.00076548,0.27119429,0.27195978
1270,2.54000000,0.00077838,0.27285162,0.27363000
1271,2.54200000,0.00078562,0.27452748,0.27531310
1272,2.54400000,0.00078712,0.27621573,0.27700285
1273,2.54600000,0.00078287,0.27791015,0.27869302
1274,2.54800000,0.00077297,0.27960445,0.28037742
1275,2.55000000,0.00075758,0.28129231,0.28204989
1276,2.55200000,0.00073694,0.28296740,0.28370434
1277,2.55400000,0.00071139,0.28462339,0.28533478
1278,2.55600000,0.00068131,0.28625400,0.28693531
1279,2.55800000,0.00064714,0.28785303,0.28850017
1280,2.56000000,0.00060941,0.28941434,0.29002376
1281,2.56200000,0.00056867,0.29093196,0.29150063
1282,2.56400000,0.00052550,0.29240003,0.29292554
1283,2.56600000,0.00048055,0.29381290,0.29429344
1284,2.56800000,0.00043445,0.29516509,0.29559954
1285,2.57000000,0.00038786,0.29645138,0.29683924
1286,2.57200000,0.00034144,0.29766680,0.29800824
1287,2.57400000,0.00029585,0.29880666,0.29910251
1288,2.57600000,0.00025171,0.29986658,0.30011829
1289,2.57800000,0.00020963,0.30084250,0.30105213
1290,2.58000000,0.00017019,0.30173072,0.30190091
1291,2.58200000,0.00013391,0.30252789,0.30266180
1292,2.58400000,0.00010127,0.30323105,0.30333232
1293,2.58600000,0.00007269,0.30383765,0.30391034
1294,2.58800000,0.00004854,0.30434553,0.30439407
1295,2.59000000,0.00002909,0.30475298,0.30478206
1296,2.59200000,0.00001457,0.30505868,0.30507325
1297,2.59400000,0.00000512,0.30526180,0.30526692
1298,2.59600000,0.00000082,0.30536188,0.30536271
1299,2.59800000,0.00000166,0.30535897,0.30536062
1300,2.60000000,0.00000755,0.30525349,0.30526105
1301,2.60200000,0.00001835,0.30504636,0.30506471
1302,2.60400000,0.00003383,0.30473886,0.30477269
1303,2.60600000,0.00005370,0.30433275,0.30438644
1304,2.60800000,0.00007761,0.30383014,0.30390775
1305,2.61000000,0.00010515,0.30323358,0.30333873
1306,2.61200000,0.00013586,0.30254598,0.30268184
1307,2.61400000,0.00016925,0.30177059,0.30193985
1308,2.61600000,0.00020479,0.30091105,0.30111583
1309,2.61800000,0.00024191,0.29997126,0.30021317
1310,2.62000000,0.00028003,0.29895548,0.29923551
1311,2.62200000,0.00031857,0.29786820,0.29818677
1312,2.62400000,0.00035694,0.29671418,0.29707112
1313,2.62600000,0.00039456,0.29549841,0.29589297
1314,2.62800000,0.00043086,0.29422608,0.29465694
1315,2.63000000,0.00046531,0.29290254,0.29336785
1316,2.63200000,0.00049739,0.29153331,0.29203070
1317,2.63400000,0.00052664,0.29012400,0.29065064
1318,2.63600000,0.00055263,0.28868035,0.28923298
1319,2.63800000,0.00057500,0.28720814,0.28778313
1320,2.64000000,0.00059342,0.28571320,0.28630662
1321,2.64200000,0.00060764,0.28420138,0.28480902
1322,2.64400000,0.00061748,0.28267852,0.28329600
1323,2.64600000,0.00062280,0.28115043,0.28177323
1324,2.64800000,0.00062355,0.27962285,0.28024640
1325,2.65000000,0.00061973,0.27810146,0.27872119
1326,2.65200000,0.00061143,0.27659184,0.27720327
1327,2.65400000,0.00059878,0.27509944,0.27569822
1328,2.65600000,0.00058199,0.27362958,0.27421158
1329,2.65800000,0.00056132,0.27218744,0.27274876
1330,2.66000000,0.00053708,0.27077800,0.27131509
1331,2.66200000,0.00050965,0.26940609,0.26991574
1332,2.66400000,0.00047943,0.26807632,0.26855575
1333,2.66600000,0.00044687,0.26679310,0.26723997
1334,2.66800000,0.00041244,0.26556062,0.26597306
1335,2.67000000,0.00037665,0.26438284,0.26475948
1336,2.67200000,0.00034000,0.26326348,0.26360348
1337,2.67400000,0.00030303,0.26220602,0.26250906
1338,2.67600000,0.00026626,0.26121370,0.26147996
1339,2.67800000,0.00023020,0.26028948,0.26051968
1340,2.68000000,0.00019536,0.25943608,0.25963144
1341,2.68200000,0.00016220,0.25865595,0.25881815
1342,2.68400000,0.00013119,0.25795127,0.25808246
1343,2.68600000,0.00010274,0.25732396,0.25742669
1344,2.68800000,0.00007721,0.25677566,0.25685287
1345,2.69000000,0.00005494,0.25630777,0.25636271
1346,2.69200000,0.00003621,0.25592138,0.25595758
1347,2.69400000,0.00002123,0.25561733,0.25563856
1348,2.69600000,0.00001018,0.25539620,0.25540638
1349,2.69800000,0.00000315,0.25525830,0.25526145
1350,2.70000000,0.00000020,0.25520365,0.25520385
1351,2.70200000,0.00000132,0.25523204,0.25523336
1352,2.70400000,0.00000642,0.25534298,0.25534940
1353,2.70600000,0.00001540,0.25553571,0.25555111
1354,2.70800000,0.00002805,0.25580924,0.25583729
1355,2.71000000,0.00004414,0.25616231,0.25620645
1356,2.71200000,0.00006340,0.25659341,0.25665681
1357,2.71400000,0.00008548,0.25710079,0.25718627
1358,2.71600000,0.00011003,0.25768244,0.25779248
1359,2.71800000,0.00013665,0.25833615,0.25847280
1360,2.72000000,0.00016491,0.25905944,0.25922435
1361,2.72200000,0.00019436,0.25984963,0.26004399
1362,2.72400000,0.00022456,0.26070380,0.26092835
1363,2.72600000,0.00025502,0.26161882,0.26187385
1364,2.72800000,0.00028530,0.26259138,0.26287668
1365,2.73000000,0.00031493,0.26361794,0.26393287
1366,2.73200000,0.00034347,0.26469479,0.26503826
1367,2.73400000,0.00037050,0.26581804,0.26618853
1368,2.73600000,0.00039561,0.26698362,0.26737923
1369,2.73800000,0.00041845,0.26818733,0.26860577
1370,2.74000000,0.00043868,0.26942479,0.26986347
1371,2.74200000,0.00045602,0.27069153,0.27114755
1372,2.74400000,0.00047022,0.27198294,0.27245315
1373,2.74600000,0.00048108,0.27329430,0.27377539
1374,2.74800000,0.00048848,0.27462083,0.27510931
1375,2.75000000,0.00049230,0.27595766,0.27644996
1376,2.75200000,0.00049252,0.27729987,0.27779239
1377,2.75400000,0.00048914,0.27864252,0.27913166
1378,2.75600000,0.00048224,0.27998064,0.28046288
1379,2.75800000,0.00047193,0.28130927,0.28178119
1380,2.76000000,0.00045837,0.28262347,0.28308183
1381,2.76200000,0.00044178,0.28391834,0.28436011
1382,2.76400000,0.00042240,0.28518904,0.28561145
1383,2.76600000,0.00040055,0.28643084,0.28683138
1384,2.76800000,0.00037652,0.28763907,0.28801559
1385,2.77000000,0.00035070,0.28880921,0.28915991
1386,2.77200000,0.00032344,0.28993688,0.29026032
1387,2.77400000,0.00029515,0.29101786,0.29131300
1388,2.77600000,0.00026622,0.29204810,0.29231432
1389,2.77800000,0.00023708,0.29302377,0.29326085
1390,2.78000000,0.00020814,0.29394124,0.29414938
1391,2.78200000,0.00017979,0.29479713,0.29497693
1392,2.78400000,0.00015244,0.29558829,0.29574073
1393,2.78600000,0.00012645,0.29631185,0.29643830
1394,2.78800000,0.00010218,0.29696521,0.29706739
1395,2.79000000,0.00007995,0.29754606,0.29762601
1396,2.79200000,0.00006004,0.29805239,0.29811244
1397,2.79400000,0.00004272,0.29848250,0.29852523
1398,2.79600000,0.00002820,0.29883501,0.29886321
1399,2.79800000,0.00001664,0.29910885,0.29912550
1400,2.80000000,0.00000818,0.29930329,0.29931147
1401,2.80200000,0.00000290,0.29941792,0.29942082
1402,2.80400000,0.00000082,0.29945266,0.29945348
1403,2.80600000,0.00000194,0.29940777,0.29940971
1404,2.80800000,0.00000619,0.29928382,0.29929001
1405,2.81000000,0.00001347,0.29908171,0.29909518
1406,2.81200000,0.00002364,0.29880266,0.29882629
1407,2.81400000,0.00003649,0.29844818,0.29848467
1408,2.81600000,0.00005182,0.29802010,0.29807192
1409,2.81800000,0.00006935,0.29752052,0.29758987
1410,2.82000000,0.00008880,0.29695184,0.29704064
1411,2.82200000,0.00010986,0.29631669,0.29642654
1412,2.82400000,0.00013218,0.29561797,0.29575015
1413,2.82600000,0.00015542,0.29485881,0.29501423
1414,2.82800000,0.00017922,0.29404256,0.29422178
1415,2.83000000,0.00020321,0.29317276,0.29337597
1416,2.83200000,0.00022703,0.29225312,0.29248015
1417,2.83400000,0.00025032,0.29128754,0.29153786
1418,2.83600000,0.00027273,0.29028005,0.29055279
1419,2.83800000,0.00029393,0.28923480,0.28952874
1420,2.84000000,0.00031361,0.28815605,0.28846967
1421,2.84200000,0.00033149,0.28704814,0.28737963
1422,2.84400000,0.00034730,0.28591548,0.28626277
1423,2.84600000,0.00036082,0.28476251,0.28512333
1424,2.84800000,0.00037186,0.28359373,0.28396560
1425,2.85000000,0.00038028,0.28241363,0.28279391
1426,2.85200000,0.00038596,0.28122667,0.28161262
1427,2.85400000,0.00038882,0.28003731,0.28042613
1428,2.85600000,0.00038885,0.27884996,0.27923880
1429,2.85800000,0.00038604,0.27766896,0.27805500
1430,2.86000000,0.00038047,0.27649858,0.27687904
1431,2.86200000,0.00037221,0.27534299,0.27571520
1432,2.86400000,0.00036140,0.27420628,0.27456768
1433,2.86600000,0.00034821,0.27309239,0.27344061
1434,2.86800000,0.00033285,0.27200515,0.27233800
1435,2.87000000,0.00031553,0.27094824,0.27126377
1436,2.87200000,0.00029652,0.26992519,0.27022171
1437,2.87400000,0.00027610,0.26893937,0.26921547
1438,2.87600000,0.00025456,0.26799398,0.26824854
1439,2.87800000,0.00023222,0.26709205,0.26732427
1440,2.88000000,0.00020939,0.26623641,0.26644580
1441,2.88200000,0.00018640,0.26542972,0.26561612
1442,2.88400000,0.00016358,0.26467443,0.26483801
1443,2.88600000,0.00014124,0.26397279,0.26411403
1444,2.88800000,0.00011970,0.26332686,0.26344655
1445,2.89000000,0.00009923,0.26273848,0.26283772
1446,2.89200000,0.00008014,0.26220930,0.26228944
1447,2.89400000,0.00006265,0.26174074,0.26180340
1448,2.89600000,0.00004702,0.26133403,0.26138104
1449,2.89800000,0.00003342,0.26099015,0.26102358
1450,2.90000000,0.00002204,0.26070992,0.26073196
1451,2.90200000,0.00001300,0.26049391,0.26050691
1452,2.90400000,0.00000641,0.26034248,0.26034889
1453,2.90600000,0.00000233,0.26025580,0.26025812
1454,2.90800000,0.00000078,0.26023381,0.26023459
1455,2.91000000,0.00000175,0.26027626,0.26027801
1456,2.91200000,0.00000519,0.26038268,0.26038787
1457,2.91400000,0.00001103,0.26055239,0.26056342
1458,2.91600000,0.00001914,0.26078454,0.26080368
1459,2.91800000,0.00002937,0.26107806,0.26110743
1460,2.92000000,0.00004155,0.26143167,0.26147322
1461,2.92200000,0.00005546,0.26184394,0.26189940
1462,2.92400000,0.00007089,0.26231322,0.26238411
1463,2.92600000,0.00008757,0.26283769,0.26292527
1464,2.92800000,0.00010526,0.26341535,0.26352061
1465,2.93000000,0.00012366,0.26404404,0.26416770
1466,2.93200000,0.00014249,0.26472141,0.26486390
1467,2.93400000,0.00016147,0.26544497,0.26560644
1468,2.93600000,0.00018031,0.26621207,0.26639238
1469,2.93800000,0.00019871,0.26701992,0.26721863
1470,2.94000000,0.00021642,0.26786557,0.26808199
1471,2.94200000,0.00023316,0.26874598,0.26897914
1472,2.94400000,0.00024869,0.26965795,0.26990664
1473,2.94600000,0.00026279,0.27059819,0.27086097
1474,2.94800000,0.00027524,0.27156329,0.27183854
1475,2.95000000,0.00028588,0.27254978,0.27283567
1476,2.95200000,0.00029456,0.27355409,0.27384864
1477,2.95400000,0.00030114,0.27457257,0.27487372
1478,2.95600000,0.00030556,0.27560154,0.27590710
1479,2.95800000,0.00030775,0.27663726,0.27694500
1480,2.96000000,0.00030768,0.27767596,0.27798364
1481,2.96200000,0.00030538,0.27871387,0.27901924
1482,2.96400000,0.00030088,0.27974718,0.28004806
1483,2.96600000,0.00029425,0.28077214,0.28106639
1484,2.96800000,0.00028561,0.28178499,0.28207060
1485,2.97000000,0.00027509,0.28278202,0.28305711
1486,2.97200000,0.00026284,0.28375958,0.28402242
1487,2.97400000,0.00024906,0.28471407,0.28496313
1488,2.97600000,0.00023394,0.28564201,0.28587594
1489,2.97800000,0.00021771,0.28653998,0.28675768
1490,2.98000000,0.00020060,0.28740469,0.28760529
1491,2.98200000,0.00018286,0.28823299,0.28841585
1492,2.98400000,0.00016475,0.28902184,0.28918659
1493,2.98600000,0.00014652,0.28976838,0.28991490
1494,2.98800000,0.00012844,0.29046990,0.29059834
1495,2.99000000,0.00011074,0.29112387,0.29123462
1496,2.99200000,0.00009369,0.29172796,0.29182165
1497,2.99400000,0.00007751,0.29228002,0.29235752
1498,2.99600000,0.00006241,0.29277812,0.29284053
1499,2.99800000,0.00004861,0.29322054,0.29326916
1500,3.00000000,0.00003628,0.29360580,0.29364209
1501,3.00200000,0.00002559,0.29393263,0.29395822
1502,3.00400000,0.00001665,0.29420001,0.29421666
1503,3.00600000,0.00000958,0.29440714,0.29441672
1504,3.00800000,0.00000446,0.29455349,0.29455795
1505,3.01000000,0.00000133,0.29463876,0.29464009
1506,3.01200000,0.00000021,0.29466289,0.29466310
1507,3.01400000,0.00000109,0.29462607,0.29462716
1508,3.01600000,0.00000394,0.29452873,0.29453267
1509,3.01800000,0.00000868,0.29437155,0.29438023
1510,3.02000000,0.00001522,0.29415543,0.29417065
1511,3.02200000,0.00002344,0.29388151,0.29390495
1512,3.02400000,0.00003320,0.29355114,0.29358434
1513,3.02600000,0.00004432,0.29316590,0.29321023
1514,3.02800000,0.00005664,0.29272757,0.29278421
1515,3.03000000,0.00006995,0.29223813,0.29230807
1516,3.03200000,0.00008403,0.29169974,0.29178377
1517,3.03400000,0.00009867,0.29111475,0.29121342
1518,3.03600000,0.00011364,0.29048566,0.29059930
1519,3.03800000,0.00012871,0.28981513,0.28994384
1520,3.04000000,0.00014365,0.28910597,0.28924962
1521,3.04200000,0.00015824,0.28836109,0.28851933
1522,3.04400000,0.00017225,0.28758354,0.28775579
1523,3.04600000,0.00018548,0.28677644,0.28696192
1524,3.04800000,0.00019774,0.28594302,0.28614076
1525,3.05000000,0.00020885,0.28508657,0.28529542
1526,3.05200000,0.00021864,0.28421043,0.28442907
1527,3.05400000,0.00022698,0.28331800,0.28354497
1528,3.05600000,0.00023375,0.28241268,0.28264642
1529,3.05800000,0.00023885,0.28149790,0.28173675
1530,3.06000000,0.00024223,0.28057710,0.28081933
1531,3.06200000,0.00024383,0.27965368,0.27989752
1532,3.06400000,0.00024365,0.27873105,0.27897470
1533,3.06600000,0.00024168,0.27781255,0.27805423
1534,3.06800000,0.00023798,0.27690147,0.27713946
1535,3.07000000,0.00023260,0.27600108,0.27623367
1536,3.07200000,0.00022562,0.27511452,0.27534014
1537,3.07400000,0.00021716,0.27424488,0.27446204
1538,3.07600000,0.00020734,0.27339517,0.27360250
1539,3.07800000,0.00019631,0.27256826,0.27276457
1540,3.08000000,0.00018423,0.27176695,0.27195118
1541,3.08200000,0.00017129,0.27099389,0.27116518
1542,3.08400000,0.00015767,0.27025163,0.27040929
1543,3.08600000,0.00014357,0.26954257,0.26968613
1544,3.08800000,0.00012918,0.26886899,0.26899817
1545,3.09000000,0.00011473,0.26823302,0.26834774
1546,3.09200000,0.00010040,0.26763663,0.26773703
1547,3.09400000,0.00008641,0.26708166,0.26716807
1548,3.09600000,0.00007293,0.26656979,0.26664272
1549,3.09800000,0.00006017,0.26610252,0.26616269
1550,3.10000000,0.00004829,0.26568122,0.26572951
1551,3.10200000,0.00003744,0.26530708,0.26534452
1552,3.10400000,0.00002778,0.26498112,0.26500890
1553,3.10600000,0.00001942,0.26470421,0.26472363
1554,3.10800000,0.00001246,0.26447704,0.26448950
